Product,Brand,Ingredients,Price
Hydra-Essentiel Bi-phase Serum,Clarins,"Aqua/Water/Eau, Glycerin, Isohexadecane, Isononyl Isononanoate, Hydrogenated Polyisobutene, Butylene Glycol, Silybum Marianum Seed Oil, Caprylic/Capric Triglyceride, Xylitylglucoside, Sodium Chloride, Anhydroxylitol, Parfum/Fragrance, Phenoxyethanol, Ethylhexylglycerin, Alcohol, Pentylene Glycol, Xanthan Gum, Xylitol, Atractyloides Lancea Root Extract, Disodium Edta, Caprylyl/Capryl Glucoside, Glucose, Butyl Methoxydibenzoylmethane, Kalanchoe Pinnata Leaf Extract, Ribes Nigrum (Black Currant) Bud Extract, Maltodextrin, Orthosiphon Stamineus Extract, Citric Acid, Sodium Benzoate, Tris (Tetramethylhydroxypiperidinol) Citrate, Potassium Sorbate, Ci 61565/Green 6, Ci 42090/Blue 1, Callicarpa Japonica Fruit Extract, Ci 60730/Ext. Violet 2, Tocopherol, Ascorbic Acid. [V2968a]Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.",60.00
Soak It Up Hydrating Hyaluronic Mask,Fourth Ray Beauty,"Aloe Barbadensis Leaf Juice, Caprylic/Capric Triglyceride, Water, Glycerin, Squalane, Argania Spinosa Kernel Oil, Butyrospermum Parkii (Shea Butter), Butylene Glycol, Sclerocarya Birrea Seed Oil, Behenyl Alcohol, Glyceryl Stearate, Stearyl Alcohol, Sodium Hyaluronate, Laminaria Saccharina Extract, Tocopherol, Cucumis Sativus (Cucumber) Fruit Extract, Avena Sativa (Oat) Kernel Extract, Oryza Sativa (Rice) Bran Exact, Helianthus Annuus (Sunflower) Extract, Glycine Soja (Soybean) Oil, Allantoin, Phospholipids, Phytosterol, Peg-20 Soy Sterol, Linoleic Acid, Panthenol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Cetyl Alcohol, Hydrogenated Lecithin, Quartz, Polyacrylate Crosspolymer-11, Potassium Sorbate, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Phenoxyethanol, Blue 1 (CI 42090), Ext Violet 2 (CI 60730).",16.00
4-in-1 Line Smoothing Capsules,Crepe Erase,"Isododecane, Neopentyl Glycol Diheptanoate, Dimethicone Crosspolymer, Phenylpropyldi- methylsiloxysilicate, Ethylhexyl Palmitate, Methyl Methacrylate/Glycol Dimethacrylate Crosspolymer, Caprylic/Capric Triglyceride, Octyldodecyl PCA, Tocopherol, Vitis Vinifera (Grape) Fruit Extract, Zingiber Zerumbet Extract, Crithmum Maritimum Extract, N-Hydroxysuccin-imide, Sodium Hyaluronate, Palmitoyl Tripeptide-1, Palmitoyl Tetrapep-tide-7, Chrysin, Glycerin, Steareth-20, Silica Dimethyl Silylate, Butylene Glycol, Hexylene Glycol, Caprylyl Glycol, Chlorhexidine Digluconate, Phenoxyethanol, Potassium Sorbate, Zinc Oxide (CI 77947).",38.00
The Golden Rule - Next Generation Retinoid,THE ROUTE,"Water/Aqua/Eau, Butyrospermum Parkii (Shea) Butter, Propanediol, Glycerin, Dimethyl Isosorbide, Hydroxypinacolone Retinoate, Sodium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Acetylated Hyaluronate, Magnesium Carboxymethyl Beta-Glucan, Tremella Fuciformis Sporocarp (Silver Ear Mushroom) Extract, Rheum Rhaponticum (Rhubarb) Root Extract, Zingiber Officinale (Ginger) Root Extract, Solanum Lycopersicum (Tomato) Fruit Extract, Albatrellus Confluens (Mushroom) Extract, Orobanche Rapum Extract, Hydroxymethoxyphenyl Decanone, Hydroxyphenyl Propamidobenzoic Acid, Bisabolol, Squalane, Betaine, Silica, Caprylic/Capric Triglyceride, Lysolecithin, Sclerotium Gum, Ascorbyl Palmitate, Glycolic Acid, Pentylene Glycol, Butylene Glycol, Caprylyl Glycol, Pullulan, Xanthan Gum, Potassium Sorbate, Disodium EDTA, Ethylhexylglycerin, Caprylhydroxamic Acid, Citric Acid, Synthetic Fluorphlogopite, Tocopherol, Chloroacetic Acid, Phenoxyethanol, Sodium Hydroxide, Tin Oxide (CI 77861), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Gold (CI 77480).",85.00
On Your Mark Blemish Mark Fader,Formula 10.0.6,"Water, Alcohol Denat., Niacinamide, Cyclopentasiloxane, Glycerin, Polysorbate 20, Cyclohexasiloxane, Polyacrylamide, Ethylhexyl Palmitate, Phenoxyethanol, C13-14 Isoparaffin, Salicylic Acid, Allantoin, Vaccinium Myrtillus Fruit/Leaf Extract, Saccharum Officinarum (Sugar Cane) Extract, Acer Saccharum (Sugar Maple) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Medica Limonum (Lemon) Fruit Extract, Laureth-7, Xanthan Gum, Fragrance, Sodium Benzoate, Sodium Hydroxide. R08-16.",8.49
Namaste Glow Energizing Face Mask,Clarisma,"Water (Aqua), Kaolin, Caprylyl Caprylate/Caprate, Ethyl Macadamiate, Glycerin, Cetearyl Olivate, Plumeria Acutifolia Flower Extract, Sorbitan Olivate, Melia Azadirachta Seed Oil, Copaifera Officinalis (Balsam Copaiba) Resin, Papain, Bromelain, Garcinia Indica Seed Butter, Sodium Stearoyl Glutamate, Propanediol, Lauryl Olivate, Paeonia Lactiflora (Honeysuckle) Leaf Cell Extract, Salicylic Acid, Sucrose Polystearate, Phenylpropanol, Xantham Gum, Olea Europaea (Olive) Leaf Extract, Glyceryl Caprylate, Hydrolyzed Jojoba Esters, Mentha Virdis (Spearmint) Leaf Oil, Carrageenan, Ethylhexylglycerin, Euterpe Oleracea (Acai Palm) Fruit Oil, Carapa Guaianensis Seed Oil, Phytic Acid, Helianthus Annuus (Sunflower) Seed Oil, Magnolia Officinalis Bark Extract, Magnesium Aluminum Silicate, Cetyl Palmitate, Triethyl Citrate, Caprylyl Glycol, Acacia Senegal Gum, Sorbitan Palmitate, Maltodextrin, Eucalyptus Globulus (Eucalyptus) Oil, Tocopherol, Mentha Arvensis (Wild Mint) Leaf Oil, Psidium Guajava (Guava) Leaf Extract, Avena Sativa (Oat) Extract, Epilobium Angustifolium (Willowherb) Flower/Leaf/Stem Extract, Sodium Hydroxide, Octendidine Hci, Thuja Occidentalis Leaf Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Pogostemon Cablin (Patchouli) Oil, Maltol, Cis-3-Hexenyl Acetate, 3-Hexenol, Citric Acid,Ocimum Basilicum (Basil) Oil, Ferula Galbaniflua (Mimosa) Extract, Malic Acid, Carum Petroselinum (Parsley) Leaf Oil, Artemisia Pallens Flower Oil, Microcitrus Australasica (Caviar Lime) Fruit Extract, Vanillin, Menthol, Mentha Piperita (Peppermint) Oil.",24.99
Black Sugar Honey Mask Wash Off,Skinfood,"Caprylic/Capric Triglyceride, Sucrose, Glycerin, Honey, Water, Cetyl Ethylhexanoate, Peg-7 Glyceryl Cocoate, Euphorbia Cerifera (Candelilla) Wax, Stearalkonium Hectorite, Caramel, Lanolin, Macadamia Ternifolia Seed Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Sorbitan Laurate, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Is Ohexadecane, Polysorbate 80, Bht, Phenoxyethanol, Ethylhexylglycerin, 1,2-Hexanediol, Fragrance.",11.50
CannaCell Facial Serum,Andalou Naturals,"Aloe Barbadensis Leaf Juice*, Purified Water (Aqua), Vegetable Glycerin, Emulsifying Wax NF, Squalane, Helianthus Annuus (Sunflower) Seed Oil*, Tocopherol, Glyceryl Stearate, Glyceryl Monolaurate, Panthenol, Cannabis Sativa (Hemp) Seed Oil*, Magnesium Ascorbyl Phosphate (Vitamin C), Cannabis Sativa (Hemp) Cell Culture Extract, Resveratrol, Cetyl Alcohol, Lecithin, Sodium Alginate, Allantoin, Sodium Hyaluronate, Theobroma Cacao (Cocoa) Seed Butter*, Phenoxyethanol, Ethylhexylglycerin, Citrus Tangerina (Tangerine) Peel Oil*, Citrus Aurantium (Petitgrain) Flower Oil*, Anthemis Nobilis (Roman Chamomile) Flower Oil, Limonene**, Linalool**.*Certified Organic Ingredient **Component of Essential Oil",19.99
Anti-Blemish Gel,Skyn Iceland,"Water/Aqua/Eau, SD Alcohol 40-B, Glycerin, Hydroxyethylcellulose, Rubus Chamaemorus (Arctic Cloudberry) Seed Oil, Angelica Archangelica Root Water*, Oxycoccus Palustris (Arctic Cranberry) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Salix Alba (Willow) Bark Extract, Salicylic Acid, Buddleja Davidii Extract, Thymus Vulgaris (Thyme) Flower/Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Camellia Oleifera Leaf Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Vitis Vinifera (Grape) Seed Extract, Arctium Lappa Root Extract, Lilium Candidum Bulb Extract, Ascorbyl Palmitate, Tocopherol, Retinol, Polysorbate 20, Pentylene Glycol, Lecithin, Sodium Hyaluronate, Bisabolol, Perflurodecalin, PEG-75 Shea Butter Glycerides, Glycosphingolipids, Xanthan Gum, Sodium PCA, Butylene Glycol, Sodium Hydroxide, Phenoxyethanol, Caprylyl Glycol, Sorbic Acid, Sodium Benzoate, Potassium Sorbate, Potassium Phosphate, Alcohol, Benzoic Acid, Dehydroacetic Acid, Ethylhexylglycerin, Polyaminopropyl Biguanide.*With Minerals.",19.00
Perfectionist Pro Rapid Renewal Retinol Treatment,Estée Lauder,"Water\Aqua\Eau, Caprylyl Methicone, Caprylic/Capric Triglyceride, Dimethicone, Butyrospermum Parkii (Shea Butter), Glycerin, Stearyl Dimethicone, Cetearyl Alcohol, Simmondsia Chinensis (Jojoba) Seed Oil, Butylene Glycol, PEG-12 Dimethicone/PPG-20 Crosspolymer, Arachidyl Alcohol, Algae Extract, Cetearyl Olivate, Borago Officinalis (Borage) Seed Oil, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Retinol, Whey Protein\Lactis Protein\Proteine Du Petit-Lait, Hypnea Musciformis (Algae) Extract, Caffeine, Gelidiella Acerosa Extract, Cholesterol, Acetyl Hexapeptide-8, Hydrolyzed Rice Extract, Sorbitan Oleate, Behenyl Alcohol, Octadecene, Yeast Extract\Faex\Extrait De Levure, Tocopheryl Acetate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Arachidyl Glucoside, Caprylyl Glycol, Hydroxyethylcellulose, Tocopherol, Ascorbic Acid, Sodium Hyaluronate, Silica, Polysorbate 60, Sorbitan Isostearate, Fragrance (Parfum), Sodium Hydroxide, Sodium Bisulfite, Disodium EDTA, BHT, Sorbic Acid, Potassium Sorbate, Phenoxyethanol.Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",85.00
Gentle Daily Peel,INDIE LEE,"Water (Aqua/Eau), Alcohol Denat, Propanediol, Hammamelis Virginiana (Witch Hazel) Water, Salicylic Acid, Glycerin, Sophora Japonica Flower Extract, Jasminum Officinale (Jasmine) Flower, Citrus Reticulata (Tangerine) Fruit Extract, Arctium Lappa Root Extract, Microcitrus Australasica Fruit Extract, Potassium Hydroxide, Pentylene Glycol (Natural), Phenethyl Alcohol (Natural) 99% Natural Origin Of Total 23% Organic Of Total.",65.00
Berry Groovy Brightening Glycolic Wash-Off Mask,I Dew Care,"Water, Glycerin, Caprylic/Capric Triglyceride, Alcohol, Methylpropanediol, Propanediol, Cetearyl Alcohol, Cetearyl Glucoside, Glyceryl Stearate SE, Cetearyl Olivate, 1,2-Hexanediol, Jojoba Esters, Sorbitan Olivate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Titanium Dioxide (CI 77891), Glycosyl Trehalose, Juglans Regia (Walnut) Shell Powder, Fragaria Vesca (Strawberry) Seed, Hydrogenated Starch Hydrolysate,Sodium Stearoyl Glutamate, Sodium Acrylates Crosspolymer-2, Fragrance, Ethylhexylglycerin, Iron Oxides (CI 77491), Disodium EDTA, Sodium Polyacrylate, Allantoin, Water,Vaccinium Macrocarpon (Cranberry) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Prunus Serotina (Wild Cherry) Fruit Extract, Cornus Officinalis Fruit Extract, Punica Granatum Fruit Extract, Glycolic Acid (0.0001%).",25.00
Hydrating Blue Dot Lifting Sheet Mask,SNP,"Aqua, Glyerin, Glycereth-26, Niacinamide, Methylpropanediol, Panthenol, Trehalose, Allantoin, Betaine, Tocopheryl Acetate, Adenosine, Sodium Hyaluronate, Sea Water, Butylene Glycol, Butyrospermum Parkll Butter, Chamaecyparis Oblusa Leaf Extract, Origanum Vulgare Leaf Extract, Salix Alba Bark Extract, Cinnamomum Cassia Bark Extract, Hydrolized Hyaluronic Acid, Lactobacillus/Soybean Ferment Extract, Portulaca Oleracea Extract, Scutellaria Baicalensis Root Extract, Propagermanium, Sodium Acetylated Hyaluronate, Tourmaline, Erythritol, PEG/PPG-17/6 Copolymer, PEG-60 Hydrogenated Castor Oil, Carbomer, Xanthan Gum, Disodium EDTA, Ethylhexylglycerin, Hydroxyethyl Urea, PEG-14M, 1,2-Hexanediol, Ethyl Hexanediol, Trethanolamine, Phenoxyethanol, Parfum.",4.90
Daily Firming Antiaging Mask,Exuviance,"Aqua/water/eau, Acetyl Glucosamine, Propylene Glycol, Hydroxyethyl Acrylate/sodium Acryloyldimethyl Taurate Copolymer, Acetyl Tyrosinamide, Polysorbate 60, Sorbitan Isostearate, Polysorbate 20, Disodium EDTA, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Yellow 5 (CI 19140), Red 4(CI 14700).",rice$48.75Original Price$65.00
Avocado Nourishing Hydration Mask,Kiehl's Since 1851,"Aqua/Water, Aloe Barbadensis/Aloe Barbadensis Leaf Juice, Glycerin, Ethylhexyl Palmitate, Glyceryl Stearate, Cetyl  Alcohol, Persea Gratissima Oil/Avocado Oil, Butyrospermum Parkii Butter/Shea Butter, Squalane, Oryza Sativa Bran Oil/Rice Bran Oil, PEG-100 Stearate, Copernicia Cerifera Cera/Carnauba Wax, Carthamus Tinctorius Seed Oil/Safflower Seed Oil, Phenoxyethanol, Mel/Honey, Nylon-66, Caprylyl Glycol,Tocopherol, Pentylene Glycol, Sodium= Polyacrylate,= Stearyl Alcohol, Myristyl Alcohol, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Olea Europaea (Olive) Leaf Extract, Tamarindus Indica Seed Gum, Citrus Limon Peel Oil/Lemon Peel Oil, Copper PCA, Limonene, Anthemis Nobilis Flower Oil, Citral, Beta-Carotene.",45.00
Anti-Aging Treatment Mask,Leaders,"Water, Glycerin, Methylpropanediol, Butylene Glycol, Dipropylene Glycol, Chamomilla Recutita (Matricaria) Flower Extract, Acer saccharum (Sugar Maple) extract, Betaine, Portulaca Oleracea Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ethylhexylglycerin, Caprylyl Glycol, Xanthan Gum, Adenosine, Sorbitan Isostearate, Polysorbate 60, Sodium Hyaluronate, Fragrance, Saururus Chinensis Extract, Ledum Palustre Extract, Houttuynia Cordata Extract, Ecklonia Cava Extract, Artemisia Capillaris Flower Extract, Acetyl Hexapeptide-8, Gentiana Lutea Root Extract, Artemisia Absinthium Extract, Arnica Montana Flower Extract, Achillea Millefolium Extract, Pseudoalteromonas Ferment Extract, Palmitoyl Tripeptide-5, Hydrolyzed Wheat Protein, Hydrolyzed Soy Protein, 1,2-Hexanediol, Tripeptide-10 Citrulline, Tripeptide-1.",5.00
Water Drench Hyaluronic Micro-Bubbling Cloud Mask,Peter Thomas Roth,"Water/Aqua/Eau, Cocamidopropyl Betaine, Cetyl Alcohol, Methyl Perfluorobutyl Ether, Methyl Perfluoroisobutyl Ether, Caprylic/Capric Triglyceride, Glycerin, Glyceryl Stearate, PEG-100 Stearate, Propanediol, Sodium Chloride, Sodium Polyacrylate, Ceramide NP, Gossypium Herbaceum (Cotton) Seed Extract, Althaea Officinalis Root Extract, Sodium Hyaluronate, Potassium Cocoyl Glycinate, Xanthan Gum, Perfluorohexane, Potassium Cocoate, Cocamidopropyl Dimethylamine, Sodium Glycolate, Perfluoroperhydrophenanthrene, Perfluorodecalin, Sodium Hydroxide, Perfluorodimethylcyclohexane, Mica, Propylene Glycol, Saccharide Isomerate, Butylene Glycol, Citric Acid, Sodium Citrate, Potassium Sorbate, Sodium Benzoate, Sorbic Acid, Ethylhexylglycerin, Phenoxyethanol.",52.00
HA Micro-Filler Hyaluronic Acid Wrinkle Patches,Exuviance,"Aqua/water/eau, Propylene Glycol, PEG-8, Acetyl Glucosamine, Cyclopentasiloxane, Glycerin, PEG-12 Dimethicone, Poly- Methylsilsesquioxane, Cyclohexasiloxane, Ascorbyl Glucoside, Acetyl Tyrosinamide, Dimethiconol, Arginine, Caprylyl Glycol, Polyacrylate-13, Polyisobutene, Polysorbate 20, Xanthan Gum, Phenoxyethanol, Chlorphenesin, Yellow 6 (CI 15985), Yellow 5 (CI 19140).micro-conepatchesingredient: Hydrolyzed Hyaluronic Acid.",rice$66.00Original Price$88.00
Angel Sleeping Balm Night Mask,Clarisma,"Water (Aqua), Plumeria Acutifolia Flower Extract, Caprylyl Caprylate/Caprate, Glycerin, Undecane, Cetearyl Alcohol, Triheptanoin, Sodium Stearoyl Glutamate, Myristyl Myristate, Cetyl Palmitate, Tridecane, Papain, Bromelain, Theobroma Grandiflorum (Cupuacu) Seed Butter, Paeonia Lactiflora (Chinese Peony) Leaf Cell Extract, Epilobium Angustifolium (Willowherb) Flower/Leaf/Stem Extract, Hydrolyzed Jojoba Esters, Propanediol, Sorbitan Palmitate, Microcrystalline Cellulose, Calcium Sodium Borosilicate, Microcitrus Australasica (Australian Finger Lime) Fruit Extract, Magnesium Aluminum Silicate, Phenylpropanol, Sodium Carboxymethylcellulose, Citric Acid, Sodium Hydroxide, Octendidine Hci, Iron Oxides, Avena Sativa (Oat) Bran Extract, Euterpe Oleracea (Acai Palm) Fruit Oil, Caprylyl Glycol, Ethylhexylglycerin, Maltodextrin, Sorbitan Oleate, Xantham Gum, Tocopherol, Jojoba Ester, Copaifera Officinalis (Balsam Copaiba) Resin, Olea Europaea (Olive) Leaf Extract, Titanium Dioxide, Phytic Acid, Avena Sativa (Oat) Extract, Citrus Paradisi (Grapefruit) Peel Oil.",16.99
Calm & POREfect Serum,Honest Beauty,"Water (Aqua/Eau), Propanediol, Niacinamide, Polyglyceryl-3 Laurate, Phytosterols, Phospholipids, Hydrolyzed Sodium Hyaluronate, Saccharide Isomerate, Trisodium Ethylenediamine Disuccinate, Hydroxyethylcellulose, Sodium Nitrate, Monosodium Phosphate, Disodium Phosphate, Caprylic/Capric Triglyceride, Linoleic Acid, Hydroxyacetophenone, 1,2-Hexanediol, Caprylyl Glycol, Phenoxyethanol.",30.00
Watermelon Face Milk,Fourth Ray Beauty,"Water, Caprylic/Capric Triglyceride, Argania Spinosa Kernel Oil, Glycerin, Cucumis Sativus (Cucumber) Seed Oil, Citrulius Lanatus Seed Oil, Squalane, Cucumis Melo (Melon) Fruit Extract, Cucumus Sativus (Cucumber) Fruit Water, Cucumis Sativus (Cucumber) Fruit Extract, Aloe Barbadensis Leaf Juice, Bambusa Vulgaris Extract, Sodium Hyaluronate, Pyrus Malus (Apple) Fruit Extract, Lotus Corniculatus Flower Extract, Litchi Chinensis Fruit Extract, Calendula Officinalis Flower Extract, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Cananga Odorata Flower Extract, Mangifera Indica (Mango) Fruit Extract, Prunus Amygdalus Dulcis (Sweet Almond) Fruit Extract, Citrus Clementina Fruit Extract, Citrus Tangerina (Tangerine) Peel Extract, Citrus Grandis (Grapefruit) Peel Extract, Citrus Aurantium Dulcis (Orange) Peel Extract, Citrus Aurantifolia (Lime) Peel Extract, Mentha Viridis (Spearmint) Extract, Curcuma Longa (Turmeric) Root Oil, Quartz, Phospholipids, Propanediol, Xanthan Gum, Polyglyceryl-10 Dioleate, Polyglyceryl-10 Oleate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Magnesium Aluminum Silicate, Sodium Hydroxide, Caprylyl Glycol, Hexylene Glycol, Potassium Sorbate, Sorbic Acid, Phenoxyethanol, Red 4 (CI 14700).",14.00
Hydro Cool Brightening Face Mask,Skyn Iceland,"Aqua/Eau/Water, Polyacrylic Acid, Glycerin, Olea Europaea (Olive) Fruit Oil, Angelica Archangelica Root Water**, Caprylic/Capric Triglyceride, Diacetyl Boldine, Sodium Hydroxide, Sodium Hyaluronate, Agar, Tourmaline, Glycyrrhiza Glabra (Licorice) Root Extract, Aluminum Glycinate, Hydrocotyl (Centella Asiatica) Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Ethyl Ascorbic Acid, Perfluorodecalin, Rubus Chamaemorus (Arctic Cloudberry) Seed Oil, Oxycoccus Palustris (Arctic Cranberry) Seed Oil, Buddleja Davidii Extract, Thymus Vulgaris (Thyme) Extract, Glycosphingolipids, Xanthan Gum, Sucrose Palmitate, Potassium Sorbate, Sodium Benzoate. **Component of Icelandic Glacial Water",35.00
Rose Face Milk,Fourth Ray Beauty,"Water, Caprylic/Capric Triglyceride, Glycerin, Argania Spinosa Kernel Oil, Cocoyl Adipic Acid/ Trimethylolpropane Copolymer, Cetyl Ethylhexanoate, Rosa Centifolia Flower Extract, Anthemis Nobilis Flower Extract, Avena Sativa (Oat) Kernel Extract, Hydrolyzed Jojoba Protein, Sodium Hyaluronate, Phospholipids, Propanediol, Quartz, Xanthan Gum, Diisostearyl Malate, Magnesium Aluminum Silicate, Polyglyceryl-10 Dioleate, Polyglyceryl-10 Oleate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Sorbic Acid, Potassium Sorbate, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol, Fragrance*, Red 4 (CI 14700).*Made With Natural Fragrance.",14.00
SUPERSTART Skin Renewal Booster,Elizabeth Arden,"Water/Aqua/Eau, Glycerin, Pentylene Glycol, Butylene Glycol, Caprylic/Capric Triglyceride, Cyclopentasiloxane, Dimethicone, PEG-11 Methyl Ether Dimethicone, Alpha-Glucan Oligosaccharide, Ammonium Acryloyldimethyltaurate/VP Copolymer, Amodimethicone, Caprylyl Glycol, Carbomer, Ceramide 1, Ceramide 3, Ceramide 6 Ii, Cholesterol, Crithmum Maritimum Extract, Dimethicone/Vinyl Dimethicone Crosspolymer, Disodium Edta, Ethylhexylglycerin, Kefiran, Lactobacillus, Linum Usitatissimum (Linseed) Seed Extract, Maltodextrin, Parfum/Fragrance, Phytosphingosine, Polymnia Sonchifolia Root Juice, Saccharide Isomerate, Salicornia Herbacea Extract, Sodium Hydroxide, Sodium Lauroyl Lactylate, Sodium Polyacrylate Starch, Xanthan Gum, Chlorphenesin, Phenoxyethanol, Sodium Benzoate.",67.00
Anti-Pollution Renewal Water Gel Mask,Exuviance,"Aqua/water/eau, Cyclopentasiloxane, Gluconolactone, Glycerin, Cyclohexasiloxane, Propylene Glycol, Lactobionic Acid, Ammonium Acryloyldimethyltaurate/vp Copolymer, Dimethicone, Oenothera Biennis (evening Primrose) Oil, Cucumis Sativus (cucumber) Fruit Extract, Syringa Vulgaris (lilac) Leaf Cell Culture Extract, Betaine, Sodium Pca, Sorbitol, Serine, Glycine, Glutamic Acid, Alanine, Lysine, Arginine, Threonine, Proline, Biosaccharide Gum-1, Batyl Alcohol, Dimethiconol, Ammonium Hydroxide, Maltodextrin, Acrylates/c10-30 Alkyl Acrylate Crosspolymer, Dimethicone/vinyl Dimethicone Crosspolymer, Polysorbate 20, Polyglyceryl-3 Methylglucose Distearate, Caprylyl Glycol, BHT, Sodium Sulfite, Phenoxyethanol, Chlorphenesin, Parfum (fragrance), Yellow 5 (CI 19140), Blue 1 (CI 42090).",rice$48.75Original Price$65.00
Floral Essential Serum,Mamonde,"Water, Cyclopentasiloxane, Cocos Nucifera (Coconut) Oil, Hexylene Glycol, Coco-Caprylate/Caprate, Sodium Chloride, Lauryl Methyl Gluceth-10 Hydroxypropyldimonium Chloride, Phenoxyethanol, Potassium Phosphate, Caprylyl/Capryl Glucoside, Disodium EDTA, Ethylhexylglycerin, Dipotassium Phosphate, Propanediol, Butylene Glycol, Nelumbo Nucifera Flower Extract, Nelumbo Nucifera Germ Extract, Tocopherol, 1,2-Hexanediol.",38.00
Papaya Face Milk,Fourth Ray Beauty,"Water, Caprylic/Capric Triglyceride, Simmondsia Chinensis (Jojoba) Seed Oil, Cocoyl Adipic Acid/ Trimethylolpropane Copolymer, Lactobacillus/Papaya Fruit Ferment Extract, Carica Papaya (Papaya) Seed Oil, Carica Papaya (Papaya) Fruit Extract, Nymphaea Alba Flower Extract, Camellia Sinensis Leaf Extract, Sodium Hyaluronate, Citrus Tangerina (Tangerine) Peel Extract, Citrus Aurantium Dulcis (Orange) Peel Extract, Leuconostoc/Radish Root Ferment Filtrate, Glycerin, Propanediol, Phospholipids, Quartz, Xanthan Gum, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Propylene Glycol Dicaprylate/Dicaprate, Sodium Hydroxide, Potassium Sorbate, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol, Red 40 (CI 16035), Yellow 5 (CI 19140).",14.00
Resting Beach Face Soothing Sheet Mask & Lip Gel Kit,Patchology,"Lip Gels:Water (Aqua), Glycerin, Butylene Glycol, Certaonia Siliqua Gum, Hydrolyzed Collagen, Caffeine, Acetyl Hexapeptide-8, Sodium Hyaluronate, Inositol, Betaine, Taurine, Trehalose, Allantoin, Niacinamide, Camellia Sinensis (Green Tea) Leaf Extract, Portulace Oleracea Extract, Aloe Barbadensis Leaf Juice, Calcium Pantothenate, Chrondus Crispus Powder, Acetyl Glucosamine, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Silica, Maltodextrin, Sodium Starch Octenylsuccinate, Pyridoxine Hci, Ricinus Communis (Castor) Seed Oil, Peg-60 Hydrogenated Castor Oil, Synthetic Fluorphlogopite, Cyamopsis Tetragonoloba (Guar) Gum, Polyglutamic Acid, Calcium Chloride, Disodium Edta, Calcium Aluminum Borosilicate, Methylparaben, Chlorphensin, Phenoxyethanol, Adenosine, Tin Oxide, Carmine, Titanium Dioxide (CI 77891), Fragrance (Parfum).Soothe Mask: Water (Aqua/Eau), Butylene Glycol, Methylpropanediol, Glycerin, 1,2-Hexanediol, Trehalose, Schisandra Chinensis Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Salvia Officinalis (Sage) Leaf Extract, Lavandula Angustifolia (Lavender) Flower Extract, Mentha Piperita (Peppermint) Leaf Extract, Gossypium Herbaceum (Cotton) Seed Extract, Aloe Barbadensis Leaf Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Glycereth-26, Dimethicone/Vinyl Dimethicone Crosspolymer, Peg-40 Hydrogenated Castor Oil, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Dipropylene Glycol, Sodium Polyacrylate, Ethylhexyl Stearate, Arginine, Carbomer, Panthenol (Vitamin B5), Glyceryl Acrylate/Acrylic Acid Copolymer, Decyl Glucoside, Allantoin, Ethylhexylglycerin, Xanthan Gum, Propylene Glycol, Dipotassium Glycyrrhizate, Pvm/Ma Copolymer, Disodium Edta, Sodium Hyaluronate, Betaine, Taurine, Inositol, Trideceth-6, Cyanocobalamin, Fragrance (Parfum).",20.00
Freeman Love To Mask Kit,Feeling Beautiful,,14.99
