Product,Brand,Ingredients,Price
Quench Hydrating Face Serum,Kate Somerville,"Cyclopentasiloxane, Dimethicone, Dimethiconol, Ethylhexyl Stearate, Cyclomethicone, Phenyl Trimethicone, Ethylhexyl Cocoate, Caprylic/Capric Triglyceride, Water/Aqua/Eau, Retinol, Sodium Ascorbate, Tocopherol, Lecithin, Glycolipids, Sodium Hyaluronate, Caprylyl Glycol.",75.00
CannaCell Pressed Serum,Andalou Naturals,"Aloe Barbadensis Leaf Juice*, Purified Water (Aqua), Caprylic/ Capric Triglyceride, Sorbitan Olivate, Cetearyl Olivate, Butyrospermum Parkii (Shea) Butter*¿, Vegetable Glycerin, Olea Europaea (Olive) Oil*, Cetearyl Alcohol, Cetyl Alcohol, Stearyl Alcohol, Cannabis Sativa (Hemp) Seed Oil*, Magnesium Ascorbyl Phosphate (Vitamin C), Cannabis Sativa (Hemp) Cell Culture Extract, Resveratrol, Simmondsia Chinensis (Jojoba) Seed Oil*, Tocopherol, Phenoxyethanol, Ethylhexylglycerin, Citrus Tangerina (Tangerine) Peel Oil*, Citrus Aurantium (Petitgrain) Flower Oil*, Anthemis Nobilis (Roman Chamomile) Flower Oil, Limonene**, Linalool**.*Certified Organic Ingredient ¿Fair Trade Ingredient **Component of Essential Oil",19.99
Hibiscus Infused Vitamin C Serum,Teami Blends,"Aqua (Water), Ascorbic Acid (Vitamin C), Cassia Angustifolia Seed Polysaccharide (Bo¿ tanical Hyaluronic Acid), Kosher Vegetable Glycerin, Aloe Barbadensis Leaf Extract (Organic Aloe), Collagen Protein, Organic Hibiscus Sabdariffa Powder (Hibiscus Flower Powder).Methylsulfonylmethane (MSM), Camellia Sonensis Extract (Organic Green Tea), Simondsia Chinensis Oil (Organic Jojoba), Hamamelis Virginiana Water (Witch Hazel), Centella Asiatlca Extract (Organic Cotu Kola), Equisetum Arvense Extract (Horsetail), Taraxacum Officinale Extract (Dandelion), Organic Fucus Vesuculosus (Bladderwrack), Xanthan Gum, d-Alpha Tocopheryl Acetate (Vitamin E), Jasminum grandiflorum (Jasmine Essential Oil), Citrus Essential Oil Blend, Iron Oxide, Ethylhexylglyceri, Phenoxyetha.",45.00
Rapidly Renew Daily Serum,ULTA,"Water (Aqua), Dimethicone, Propanediol, Glycerin, Methyl Methacrylate Crosspolymer, Polysilicone-11, Coco-Caprylate/Caprate, Ethyl Macadamiate, Cetearyl Isononanoate, Aloe Barbadensis Leaf Juice, Hydrolyzed Hyaluronic Acid, Lavandula Angustifolia Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Sodium PCA, Hydrolyzed Collagen, Sodium Hyaluronate, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-5, Palmitoyl Dipeptide-5 Diaminobutyroyl Hydroxythreonine, Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate, Phenoxyethanol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ceteareth-20, Cetearyl Alcohol, Butylene Glycol, Glyceryl Stearate, Ethylhexylglycerin, Benzoic Acid, Ceteareth-12, Cetyl Palmitate, Carbomer, Polysorbate 20.",19.50
Eudermine Revitalizing Essence,Shiseido,"Water, Butylene Glycol, Alcohol Denat., Methyl Gluceth-10, Glycerin, Dipropylene Glycol, Betaine, Methylparaben, Phenoxyethanol, Cyclodextrin, Sodium Hexametaphosphate, Sodium Hyaluronate, Potassium Carbomer, Fragrance, Peg-60 Hydrogenated Castor Oil, Xanthan Gum, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine Hci, Pca, Magnesium Chloride, Calcium Chloride.",60.00
Idealist Pore Minimizing Skin Refinisher,Estée Lauder,"Water\Aqua\Eau, Cyclopentasiloxane, Dimethicone, Polysilicone-11, Acetyl Glucosamine, Sodium Lactobionate, Morus Nigra (Mulberry) Root Extract, Yeast Extract\Faex\Extrait De Levure, Serenoa Serrulata (Saw Palmetto) Fruit Extract, Triticum Vulgare (Wheat) Germ Extract, Vitis Vinifera (Grape) Fruit Extract, Scutellaria Baicalensis Extract, Castanea Sativa (Chestnut) Seed Extract, Camellia Sinensis (Green Tea) Leaf Extract, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Lavandula Angustifolia (Lavender), Amorphophallus Konjac Root Powder, Caffeine, Laminaria Saccharina Extract, Tocopheryl Acetate, Salvia Sclarea (Clary) Extract, Sodium Hyaluronate, Coriandrum Sativum (Coriander), Citrus Grandis (Grapefruit California), Cholesterol, Glycerin, Ethylhexylglycerin, Squalane, Polyethylene, Isopentyldiol, Phenyl Trimethicone, Isohexadecane, Polysorbate 20, Pantethine, Methyldihydrojasmonate, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Ammonium Acryloyldimethyltaurate/VP Copolymer, Polysorbate 80, PEG-8, Ethyl 2,2-Dimethylhydrocinnamal, Phospholipids, Palmitoyl Oligopeptide, Butylene Glycol, Magnesium Ascorbyl Phosphate, Glyceryl Polymethacrylate, Sodium Glycyrrhetinate, Nordihydroguaiaretic Acid, Chlorphenesin, Phenoxyethanol, Limonene, Linalool, Iron Oxides (CI 77491, CI 77492, CI 77499), Mica, Titanium Dioxide (CI 77891).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",63.00
Banish Stick,INDIE LEE,"Water (Aqua), Alcohol Denat., Hamamelis Virginiana (Witch Hazel) Water, Pentylene Glycol, Gaultheria Procumbens (Wintergreen) Leaf Extract, Glycerin, Tasmannia Lanceolata Fruit Extract, Potassium Hydroxide, Arctium Lappa Root Extract, Citrus Reticulata (Tangerine) Fruit Extract, Xanthan Gum, Jasminum Grandiflorum Flower Extract, Propanediol, Lecithin, Saccharide Isomerate.",16.00
Perfectionist Pro Rapid Firm + Lift Treatment With Acetyl Hexapeptide-8 Duo,Estée Lauder,"Water\Aqua\Eau, Dimethicone, Butylene Glycol, Caprylic/Capric Triglyceride, Glycerin, BIS-PEG-18 Methyl Ether Dimethyl Silane, Polysorbate 20, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Polysilicone-11, Mangifera Indica (Mango) Seed Butter, Phoenix Dactylifera (Date) Fruit Extract, Pisum Sativum (Pea) Extract, Cucumis Sativus (Cucumber) Fruit Extract, Crithmum Maritimum Extract, Laminaria Ochroleuca Extract, Commiphora Mukul Resin Extract, Triticum Vulgare (Wheat) Germ Extract, Bambusa Vulgaris (Bamboo) Extract, Chlorella Vulgaris Extract, Laminaria Saccharina Extract, Brassica Campestris (Rapeseed) Sterols, Helianthus Annuus (Sunflower) Seed Extract, Algae Extract, Hypnea Musciformis (Algae) Extract, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Nymphaea Alba (Water Lily) Flower Extract, Acetyl Glucosamine, Caffeine, Gellidiella Acerosa Extract, Coffea Arabica (Coffee) Seed Extract, Sodium Hyaluronate, Lactic Acid, Propylene Glycol Dicaprate, Saccharide Isomerate, Methyl Gluceth-20, Ethylhexylglycerin, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Helianthus Annuus (Sunflower) Seedcake, Caprylyl Glycol, Isohexadecane, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Sodium Polyacrylate Starch, Squalane, Sodium PCA, Urea, Zea Mays (Corn) Kernel Extract, Whey Protein\Lactis Protein\Proteine Du Petit-Lait, Palmaria Palmata Extract, Polysorbate 80, Acetyl Hexapeptide-8, Triolein, Hydrolyzed Rice Extract, Linoleic Acid, Trehalose, Glycine Soja (Soybean) Protein, Glucosamine HCL, Phospholipids, Laminaria Digitata Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Polyquaternium-51, Palmitoyl Hexapeptide-12, Ergothioneine, Aminopropyl Ascorbyl Phosphate, PEG-8, Phytosteryl Canola Glycerides, Pentylene Glycol, Oleic Acid, Palmitic Acid, Xanthan Gum, Fragrance (Parfum), Sodium Hydroxide, Citric Acid, Silica, Calcium Chloride, Stearic Acid, Dipropylene Glycol, Sodium Palmitoyl Proline, Disodium EDTA, BHT, Potassium Sorbate, Phenoxyethanol, Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",192.00Market Value($216 value)
I'm Lavender Lullaby Sleeping Mask,TONYMOLY,"Water, Glycerin, Dimethicone, Butylene Glycol, Caprylic/Capric Triglyceride, Dipropylene Glycol, Glycereth-26, Sorbitan Stearate, Dicaprylyl Carbonate, Cetyl PEG/PPG-10/1 Dimethicone, Dimethicone/PEG-10/15 Crosspolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, PEG-100 Stearate, Cetearyl Alcohol, Cetearyl Stearate, Glyceryl Stearate, Cyclomethicone, Lavandula Angustifolia (Lavender) Flower Water, Jasminum Officinale (Jasmine) Flower Water, Chamomilla Recutita (Matricaria) Flower Water, Rosa Centifolia Flower Water, Hamamelis Virginiana (Witch Hazel) Water, Rosmarinus Officinalis (Rosemary) Leaf Water, Mentha Piperita (Peppermint) Leaf Water, Nelumbium Speciosum Flower Extract, Gossypium Herbaceum (Cotton) Extract, Eclipta Prostrata Extract, Brassica Napus Extract, Corallina Officinalis Extract, Camellia Japonica Flower Extract, Cananga Odorata Flower Extract, Hibiscus Sabdariffa Flower Extract, Aloe Barbadensis Flower Extract, Calendula Officinalis Flower Extract, Melia Azadirachta Flower Extract, Ocimum Sanctum Leaf Extract, Mentha Rotundifolia Leaf Extract, Melia Azadirachta Leaf Extract, Solanum Melongena (Eggplant) Fruit Extract, Coccinia Indica Fruit Extract, Magnolia Kobus Bark Extract, Curcuma Longa (Turmeric) Root Extract, Lavandula Angustifolia (Lavender) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Moringa Oleifera Seed Oil, Sodium Carbomer, Xanthan Gum, 1,2-Hexanediol, Hydroxyacetophenone, Ethylhexylglycerin, Disodium EDTA.",15.00
Vital Vita 12 Calming Ampoule,TONYMOLY,"Water, Butylene Glycol, Glycerin, Niacinamide, PEG/PPG-17/6 Copolymer, Bis-PEG-15 Methyl Ether Dimethicone, PEG-60 Hydrogenated Castor Oil, Hydroxyacetophenone, 1,2-Hexanediol, Panthenol, Centella Asiatica Extract, Ethylhexylglycerin, Melia Azadirachta Leaf Extract, Xanthan Gum, Melia Azadirachta Flower Extract, Portulaca Oleracea Extract, Adenosine, Sodium Hyaluronate, Camellia Sinensis Leaf Extract, Disodium EDTA, Chamomilla Recutita (Matricaria) Flower Extract, Vitex Agnus-Castus Extract, Citrus Limon (Lemon) Peel Oil, Curcuma Longa (Turmeric) Root Extract, Coccinia Indica Fruit Extract, Rosmarinus Officinalis (Rosemary) Extract, Pelargonium Graveolens Flower Oil, Phellinus Linteus Extract , Arctium Lappa Root Extract, Aloe Barbadensis Flower Extract, Solanum Melongena (Eggplant) Fruit Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Ocimum Sanctum Leaf Extract, Citrus Sinensis Peel Oil Expressed, Corallina Officinalis Extract, Squalane, Cetyl Ethylhexanoate, Neopentyl Glycol Diheptanoate, Soluble Collagen, Paeonia Albiflora Root Extract, Pueraria Thunbergiana Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Cnidium Officinale Root Extract, Aloe Barbadensis Leaf Juice, Hydrogenated Phosphatidylcholine, PEG-35 Castor Oil, Polyglyceryl-10 Myristate, Calcium Pantothenate, Maltodextrin, Sodium Starch Octenylsuccinate, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Cetearyl Alcohol, Crithmum Maritimum Callus Culture Filtrate, Madecassoside, Polyglyceryl-2 Stearate, Stearic Acid, Alcohol, Sodium Ascorbyl Phosphate, Carthamus Tinctorius (Safflower) Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Octyldodecanol, Tocopheryl Acetate, Pyridoxine HCl, Polysorbate 20, PVP, Polyquaternium-51, Ceramide NP, Tocopherol, Sodium Acetate, Lecithin, Lysine, Inositol, Retinyl Palmitate, Linoleic Acid, Rose Flower Oil, Silica, Oligopeptide-1, Fullerenes, Biotin, Glyceryl Arachidonate, Glyceryl Linolenate, Folic Acid, Pyridoxine, Thiamine HCl, Cyanocobalamin.",20.00
Illuminating Oxygen Facial Mask,Exuviance,"Aqua/water/eau, Perfluorohexane, Glucono- Lactone, Glycerin, Propylene Glycol, Hydroxyethyl Acrylate/sodium Acryloyldi- Methyl Taurate Copolymer, PPG-5-ceteth-20, Polysorbate 20, Cocamidopropyl Betaine, Disiloxane, Lactobionic Acid, Cucumis Sativus (cucumber) Fruit Extract, Biosaccharide Gum-1, Coco-glucoside, Perfluorodecalin, Perfluoro- Methylcyclopentane, Ammonium Hydroxide, Polyquaternium-10, Carrageenan, Disodium EDTA, Sorbitan Isostearate, Polysorbate 60, Xanthan Gum, Caprylyl Glycol, Methyldihy- Drojasmonate, Hexyl Salicylate, Benzyl Acetate, Cyclamen Aldehyde, 2,6-dimethyl-7- Octen-2-ol, Juniperus Mexicana Oil, Heliotropine, 3-hexenol, Methyl Benzodioxepinone, 2,4-dimethyl-3-cyclohexene Carboxaldehyde, Chlorphenesin, Phenoxyethanol, Ext. Violet 2 (CI 60730), Blue 1 (CI 42090).",rice$48.75Original Price$65.00
Matcha Face Milk,Fourth Ray Beauty,"Water, Glycerin, Simmondsia Chinensis (Jojoba) Seed Oil, Isopropyl Myristate, Cetyl Ethylhexanoate, Ethylhexyl Isononanoate, Propanediol, Squalane, Camellia Sinensis Leaf Extract, Oryza Sativa (Rice) Bran Oil, Hydrolyzed Kale Protein, Hydrolyzed Carrot Protein, Hydrolyzed Lemon Protein, Rosmarinus Officinalis (Rosemary) Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Vanilla Planifolia Fruit Extract, Plumeria Rubra Flower Extract, Rose Extract, Lavandula Angustifolia (Lavender) Extract, Coriandrum Sativum (Coriander) Fruit/Leaf Extract, Fucus Vesiculosus Extract, Cupressus Sempervirens Leaf/Stem Extract, Saccharomyces/Copper Ferment, Saccharomyces/Iron Ferment, Saccharomyces/Magnesium Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Glycine Soja (Soybean) Seed Extract, Sodium Hyaluronate, Phospholipids, Tourmaline Extract, Caprylic/Capric Triglyceride, Xanthan Gum, Acrylates/C10-30, Alkyl Acrylate Crosspolymer, Magnesium Aluminum Silicate, Sodium Hydroxide, Hexylene Glycol, Caprylyl Glycol, Sorbic Acid, Potassium Sorbate, Phenoxyethanol, Blue 1 (CI 42090), Yellow 5 (CI 19140).*Made With Natural Fragrance.",14.00
YOUTHPOTION Collagen Boosting Peptide Serum,GLAMGLOW,"Betaine, Porphyridium Cruentum Extract, Rubus Idaeus (Raspberry) Leaf Extract, Acetyl Hexapeptide-8, Caffeine, Tocopheryl Acetate, Sodium Hyaluronate, Castanea Sativa (Chestnut) Seed Extract, Palmitoyl Hexapeptide-12, Glycerin, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Triticum Vulgare (Wheat) Germ Extract, Ethylhexylglycerin, Acetyl Glucosamine, Caprylic/Capric Triglyceride, Centaurium Erythraea (Centaury) Extract, Cetearyl Olivate, Squalane, Commiphora Mukul Resin Extract, Micrococcus Lysate, Lecithin, Dehydroxanthan Gum, Sorbitan Olivate, Decarboxy Carnosine Hcl, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Butylene Glycol, Glyceryl Polymethacrylate, PEG-8, Fragrance (Parfum), Limonene, Tocopherol, Disodium EDTA, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77499), Red 33 (CI 17200), Yellow 6 (CI 15985).",65.00
Vitamin C Glow Serum,Hanskin,"Water, Ethoxydiglycol, Dipropylene Glycol, Ascorbic Acid, Propanediol, 1,2-Hexanediol, Choleth-24, Tromethamine, Polyacrylate Crosspolymer-6, Glycerin, Tocopherol, Polyglyceryl-10 Oleate, Ethylhexylglycerin, Citrus Grandis (Grapefruit) Peel Oil, Hydrogenated Lecithin, Niacinamide, Sodium Phytate, Cyanocobalamin.",36.00
Ultra-Hydrating Alkaline Gel Booster Serum,Derma E,"Purified Water, Glycerin, Sodium Hyaluronate, Phenoxyethanol, Sodium PCA, Polysorbate 20, Polyacrylate Crosspolymer-11, Cellulose Gum, Copper PCA, Superoxide Dismutase, Sodium Bicarbonate, Natural Fragrances Oil, Panthenol, Camellia Sinensis Leaf Extract, Ergothioneine, Palmitoyl Tripeptide-28.",22.50
GREEN APPLE Brightening Solutions,Juice Beauty,Complete ingredient listings can be found on individual product pages.,42.00Market Value($84 value)
Coconut Face Milk,Fourth Ray Beauty,"Water, Caprylic/Capric Triglyceride, Argania Spinosa Kernel Oil, Cocoyl Adipic Acid/ Trimethylolpropane Copolymer, Squalane, Cocos Nucifera (Coconut) Oil, Cocos Nucifera (Coconut) Fruit Juice, Cocos Nucifera (Coconut) Water, Althea Officinalis Root Extract, Aloe Barbadensis Leaf Juice, Sodium Hyaluronate, Phospholipids, Propanediol, Glycerin, Xanthan Gum, Quartz, Polyglyceryl-10 Dioleate, Polyglyceryl-10 Oleate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Potassium Sorbate, Hexylene Glycol, Fragrance, Phenoxyethanol.",14.00
Mermaid Fire and Ice Cryosea Peel-off Mask,boscia,"Water/Aqua/Eau, Polyvinyl Alcohol, Glycerin, Glycereth-26, Magnesium Aluminum Silicate, Chondrus Crispus Extract, Laminaria Digitata (Sea Kelp) Extract, Sea Water Extract, Hyaluronic Acid, Menthol, Copper Chlorophyll, Acetyl Cysteine, Acetyl Hexapeptide-8, Simmondsia Chinensis (Jojoba) Leaf Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Sea Salt, Silica, Caprylyl Glycol, Ethylhexylglycerin, Disodium EDTA, Mica, Iron Oxides (77499, 77491), Titanium Dioxide (CI 77891), Tin Oxide, Ferric Ferrocyanide (CI 77510), Synthetic Flueorphlogopite, Chromium Oxide Greens (77288)  Please refer to the ingredient list shown on your product for the most up-to-date information.",39.00
Blue Light Shield Concentrated Serum,Derma E,"Water, Phytic Acid, Xanthophylls (plant Sourced), Santalum Album (sandalwood) Oil, Glycerin, Rhodiola Rosea Extract, Sodium Hydroxide, Salicylic Acid, Sodium Hyaluronate, Trehalose, Charcoal Powder, Carthamus Tinctorius (safflower) Seed Oil, Algae Extract, Butyrosepermum Parkii (shea) Butter Extract, Lecithin, Tocopheryl Acetate, Panax Ginseng Extract, Cellulose Gum, Xantham Gum, Microcrystalline Cellulose, Polysorbate 20, Sorbic Acid, Phenoxyethanol, Natural Fragrance Oils.",22.50
I'm Honey Deep Moisture Rescue Mask,TONYMOLY,"Water, Glycerin, Dipropylene Glycol, 1,2-Hexanediol, Glycereth-26, PEG-240/HDI Copolymer Bis-Decyltetradeceth-20 Ether, PVP, Ammonium Acryloyldimethyltaurate/VP Copolymer, Sodium Polyacrylate, Carbomer, PEG-60 Hydrogenated Castor Oil, Allantoin, Octyldodeceth-16, Buteth-3, Disodium EDTA, Sodium Benzotriazolyl Butylphenol Sulfonate, Tributyl Citrate, Propolis Extract, Royal Jelly Extract, CI 19140 (Yellow 5), Honey Extract, CI 16035, Benzyl Alcohol, Fragrance.",15.00
Powerful Wrinkle Reducing Cream,Kiehl's Since 1851,"Aqua/ Water, Cyclohexasiloxane, Glycerin, Prunus Armeniaca Kernel Oil/Apricot Kernel Oil, Cetyl Alcohol,Dimethicone, Zea Mays Starch/Corn Starch, Petrolatum, Glyceryl Stearate, Potassium Cetyl Phosphate, PEG-40 Stearate, Sorbitan Tristearate, Cera Alba/Beeswax, Butylene Glycol, Phenoxyethanol, Dimethiconol, Caprylyl Glycol, Stearyl Alcohol, Myristyl Alcohol, Arginine PCA, Tocopherol, Calcium PCA, Ginkgo Biloba Extract/Ginkgo Biloba Leaf Extract, Adenosine, Hydrolyzed Soy Protein, Copper PCA, Alteromonas Ferment Extract, Corallina Officinalis Extract.",60.00
Perfit Double Moisturizing Bio-Cellulose Sheet Mask,SNP,"Water, Butylene Glycol, Glycerin, Niacinamide, Isopentyldiol, Propanediol, Betaine, Hydroxyethyl Urea, Cocos Nucifera (Coconut) Water, Propolis Extract, Honey Extract, Panax Ginseng Root Extract, Royal Jelly Extract, Cocos Nucifera (Coconut) Fruit Juice, Adenosine, Alcohol Denat., 1,2-Hexanediol, Hydroxyacetophenone, Sodium Hyaluronate, Hydrolized Hyaluronic Acid, Sodium Acetylated Hyaluronate, Carbomer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyglyceryl-10 Laurate, Potassium Hydroxide, Pentaerythrityl Tetraethylhexanoate, Hydrogenated Lecithin, Polysorbate 60, Sorbitan Isostearate, Fragrance.",3.60
Rescue Me! Acne Blemish Treatment,Formula 10.0.6,"Active Ingredient: Salicylic Acid 2.0%. Inactive Ingredients: Alcohol Denat., Allantoin, Bisabolol, Butylene Glycol, Caprylyl Glycol, Carbomer, Citric Acid, Disodium EDTA, Fragrance, Glycerin, Hydroxyethylcellulose, Nordihydroguaiaretic Acid, Oleanolic Acid, PEG-60 Almond Glycerides, PEG-40 Hydrogenated Castor Oil, Sodium Hydroxide, Water. R01-16.",8.49
Hydra Sebum Control Essence,belif,"Water, Citrus Unshiu Peel Extract, Dipropylene Glycol, Cyclopentasiloxane, 1,2-Hexanediol, Polymethyl Methacrylate, Dimethicone, Glycerin, Triethylhexanoin, Biosaccharide Gum-1, Butylene Glycol, Avena Sativa (Oat) Kernel Extract, Calendula Officinalis Flower Extract, Nepeta Cataria Extract, Rubus Idaeus (Raspberry) Leaf Extract, Baptisia Tinctoria Root Extract, *Stellaria Media (Chickweed) Extract, Silica, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, PEG-40 Hydrogenated Castor Oil, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Montmorillonite, Hydroxyethyl Acrylate/Sodium Acryloydimethyl Taurate Copolymer, Trisodium EDTA, Isohexadecane, +Fragrance, Citral, Citronnellol, Limonene, Geraniol, Linalool.",42.00
CLEAR-OUT Blackhead Expert Stick + Mask,My Clarins,"Aqua/Water/Eau, Glycerin, Butylene Glycol, Alcohol Denat., Methyl Gluceth-20, Dimethicone, Butyl Avoca- Date, Phenoxyethanol, Carbomer, Ethylhexylglycerin, Chlorphenesin, Sodium Hydroxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium Edta, Eucalyptus Globulus Leaf Oil, Salicylic Acid, Spiraea Ulmaria Extract, Dimethiconol, Alpha-Glucan Oligosaccharide, Buteth-3, Hibiscus Sabdariffa Flower Extract, Polymnia Sonchifolia Root Juice, Sodium Benzotriazolyl Butylphenol Sulfonate, Limonene, Maltodextrin, Portulaca Oleracea Extract, Lactobacillus, Tributyl Citrate, Camellia Sinensis Leaf Extract, Propyl Gallate, Ci 42090/Blue 1, Ci 19140/ Yellow 5.",26.00
Travel Size THIRSTYMUD Hydrating Treatment Mask,GLAMGLOW,"Water, Glycerin, Caprylic/Capric Triglyceride, Butylene Glycol, Cyclopentasiloxane, Pyrus Malus (Apple) Fruit Extract, Peg-8, Peg-100 Stearate, Glyceryl Stearate, Cocos Nucifera (Coconut) Fruit Extract, Camellia Sinensis Leaf Powder, Olea Europaea (Olive) Leaf Powder, Tetrahexyldecyl Ascorbate, Honey (Mel), Allantoin, Saccharide Isomerate, Sodium Hyaluronate, Tocopheryl Acetate, Hexylene Glycol, Cetearyl Alcohol, Sodium Polyacryloyldimethyl Taurate, Caprylyl Glycol, Ethylhexylglycerin, Disodium EDTA, Hydrogenated Polydecene, Polysorbate 60, Menthoxypropanediol, Cetyl Alcohol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Acrylate/Acrylic Acid Copolymer, Avena Sativa (Oat) Bran Extract, Kaolin, Buteth-3, Trideceth-10, Benzophenone-4, Sodium Benzotriazolyl Butylphenol Sulfonate, Tris (Tetramethylhydroxypiperidinol) Citrate, Tributyl Citrate, Aminomethyl Propanol, Phenoxyethanol, Fragrance, Coumarin, Linalool.",25.00
Revitalift Triple Power Intensive Anti-Aging Night Face Mask,L'Oréal, Triple Power Night Cream  Formula   917132/2   INGREDIENTS  AQUA / WATER / EAU DIMETHICONE  GLYCERIN SIMMONDSIA CHINENSIS SEED OIL / JOJOBA SEED OIL HYDROGENATED CASTOR OIL DIMER DILINOLEATE PROPANEDIOL NIACINAMIDE ALCOHOL DENAT. CETYL ALCOHOL OCTYLDODECANOL CETYL HYDROXYETHYLCELLULOSE SILICA PHENOXYETHANOL CAPRYLOYL SALICYLIC ACID CAPRYLYL GLYCOL ASCORBYL GLUCOSIDE TOCOPHEROL SODIUM HYALURONATE ADENOSINE XANTHAN GUM RETINYL PALMITATE DISODIUM EDTA PARFUM / FRAGRANCE SODIUM HYDROXIDE SILICA DIMETHYL SILYLATE HYDRATED SILICA POLYSORBATE 60 BENZYL SALICYLATE BENZYL ALCOHOL COUMARIN LINALOOL   FIL CODE D235168/1,24.99
Clarifying Face Mask With Olive Powder,UpCircle,"Aqua, Kaolin, *Helianthus Annuus Seed Oil, Cocos Nucifera (Coconut) Milk Powder, *Olea Europaea (Olive) Leaf Powder, *Butyrospermum Parkii (Shea) Butter, *Theobroma Cacao (Cocoa) Butter, Glyceryl Stearate, Cetearyl Alcohol, Glycerin, Adansonia Digitata (Baobab) Seed Oil, Citrus Limonum (Lemon) Peel Oil, Linum Usitatissimum (Linseed) Oil, OleaEuropaea (Olive) Fruit Oil, Sodium Stearoyl Glutamate, Sucrose Stearate, Benzyl Alcohol, Coco Glucoside, Xanthan Gum, *Aloe Barbadensis Leaf Extract, Coconut Alcohol, Tocopherol, Cistus Ladaniferus Leaf Oil, Rosmarinus Officinalis Leaf Oil, Zingiber Cassumunar (Plai) Root Oil, Cedrus Atlantica (Cedarwood) Bark Oil, Lactic Acid, Dehydroacetic Acid, Curcuma Longa (Turmeric) Root Oil, ^Limonene, ^Citral, ^Linalool, ^Geraniol. *Organically-grown ingredients; ^Natural constituent of essential oils listed.",24.00
Nutriganics Drops of Youth,The Body Shop,"Aqua/Water (Solvent/Diluent), Alcohol Denat. (Solvent/Diluent), Glycerin (Humectant), Chondrus Crispus Powder (Abrasive), Propanediol (Viscosity Modifier), Sodium Hyaluronate (Humectant), Benzyl Alcohol (Preservative), Fagus Sylvatica Bud Extract (Skin Conditioning Agent), Aloe Barbadensis Leaf Juice (Skin Conditioning Agent), Adenosine (Skin-Conditioning Agent), Parfum/Fragrance (Fragrance), Linalool (Fragrance Ingredient), Crithmum Maritimum Callus Culture Filtrate (Skin Protectant), Orbignya Oleifera Seed Oil (Emollient), Citric Acid (pH Adjuster), Citronellol (Fragrance Ingredient), Buddleja Davidii Extract (Skin-Conditioning Agent), Malva Sylvestris Flower/Leaf/Stem Extract/Malva Sylvestris (Mallow) Flower/Leaf/Stem Extract (Skin Conditioning Agent), Thymus Vulgaris Flower/Leaf Extract/Thymus Vulgaris (Thyme) Flower/Leaf Extract (Skin-Conditioning Agent), Benzoic Acid (Preservative), Sorbic Acid (Preservative), Limonene (Fragrance Ingredient), Sodium Benzoate (Preservative), Potassium Sorbate (Preservative).",38.00
